tweet_id,user_name,date,text,lang,favorites,retweets,replies,views,cleaned_text,sentiment_polarity,sentiment_subjectivity,sentiment_label,parsing_info,subject,verb,object,pos_counts,num_nouns,num_verbs,num_adjectives,num_adverbs,verb_frequency
2048117766066987243,AlexMasonCrypto,Sat Apr 25 19:11:42 +0000 2026,"Everything is going exactly as I told you.

$79K has been hit.

The bull trap is over.

Every touch of the upper resistance gets sold.

This time is no different.

Bitcoin is entering the phase where the cycle bottom forms.

For the record, I was the only one publicly calling the exact bottom at $16,000 three years ago and the top at $126,000 in October.

If you missed those calls, don’t worry. I’ll call the next one too.

Turn notifications on.",en,1517,158,134,710059,everything is going exactly as i told you 79k has been hit the bull trap is over every touch of the upper resistance gets sold this time is no different bitcoin is entering the phase where the cycle bottom forms for the record i was the only one publicly calling the exact bottom at 16000 three years ago and the top at 126000 in october if you missed those calls dont worry ill call the next one too turn notifications on,0.05555555555555555,0.40740740740740744,neutral,"{'text': 'everything is going exactly as i told you 79k has been hit the bull trap is over every touch of the upper resistance gets sold this time is no different bitcoin is entering the phase where the cycle bottom forms for the record i was the only one publicly calling the exact bottom at 16000 three years ago and the top at 126000 in october if you missed those calls dont worry ill call the next one too turn notifications on', 'tokens': [{'text': 'everything', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'going'}, {'text': 'is', 'dep': 'aux', 'pos': 'AUX', 'head': 'going'}, {'text': 'going', 'dep': 'ROOT', 'pos': 'VERB', 'head': 'going'}, {'text': 'exactly', 'dep': 'advmod', 'pos': 'ADV', 'head': 'told'}, {'text': 'as', 'dep': 'mark', 'pos': 'SCONJ', 'head': 'told'}, {'text': 'i', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'told'}, {'text': 'told', 'dep': 'advcl', 'pos': 'VERB', 'head': 'going'}, {'text': 'you', 'dep': 'dobj', 'pos': 'PRON', 'head': 'told'}, {'text': '79k', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'told'}, {'text': 'has', 'dep': 'aux', 'pos': 'AUX', 'head': 'hit'}, {'text': 'been', 'dep': 'auxpass', 'pos': 'AUX', 'head': 'hit'}, {'text': 'hit', 'dep': 'conj', 'pos': 'VERB', 'head': 'going'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'trap'}, {'text': 'bull', 'dep': 'compound', 'pos': 'NOUN', 'head': 'trap'}, {'text': 'trap', 'dep': 'nsubj', 'pos': 'NOUN', 'head': 'is'}, {'text': 'is', 'dep': 'ccomp', 'pos': 'AUX', 'head': 'hit'}, {'text': 'over', 'dep': 'prep', 'pos': 'ADP', 'head': 'is'}, {'text': 'every', 'dep': 'det', 'pos': 'DET', 'head': 'touch'}, {'text': 'touch', 'dep': 'nsubjpass', 'pos': 'NOUN', 'head': 'sold'}, {'text': 'of', 'dep': 'prep', 'pos': 'ADP', 'head': 'touch'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'resistance'}, {'text': 'upper', 'dep': 'amod', 'pos': 'ADJ', 'head': 'resistance'}, {'text': 'resistance', 'dep': 'pobj', 'pos': 'NOUN', 'head': 'of'}, {'text': 'gets', 'dep': 'auxpass', 'pos': 'AUX', 'head': 'sold'}, {'text': 'sold', 'dep': 'conj', 'pos': 'VERB', 'head': 'hit'}, {'text': 'this', 'dep': 'det', 'pos': 'DET', 'head': 'time'}, {'text': 'time', 'dep': 'npadvmod', 'pos': 'NOUN', 'head': 'sold'}, {'text': 'is', 'dep': 'conj', 'pos': 'AUX', 'head': 'going'}, {'text': 'no', 'dep': 'det', 'pos': 'DET', 'head': 'bitcoin'}, {'text': 'different', 'dep': 'amod', 'pos': 'ADJ', 'head': 'bitcoin'}, {'text': 'bitcoin', 'dep': 'nsubj', 'pos': 'NOUN', 'head': 'entering'}, {'text': 'is', 'dep': 'aux', 'pos': 'AUX', 'head': 'entering'}, {'text': 'entering', 'dep': 'ccomp', 'pos': 'VERB', 'head': 'is'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'phase'}, {'text': 'phase', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'entering'}, {'text': 'where', 'dep': 'advmod', 'pos': 'SCONJ', 'head': 'was'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'forms'}, {'text': 'cycle', 'dep': 'compound', 'pos': 'NOUN', 'head': 'forms'}, {'text': 'bottom', 'dep': 'compound', 'pos': 'NOUN', 'head': 'forms'}, {'text': 'forms', 'dep': 'nsubj', 'pos': 'NOUN', 'head': 'was'}, {'text': 'for', 'dep': 'prep', 'pos': 'ADP', 'head': 'forms'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'record'}, {'text': 'record', 'dep': 'pobj', 'pos': 'NOUN', 'head': 'for'}, {'text': 'i', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'was'}, {'text': 'was', 'dep': 'relcl', 'pos': 'AUX', 'head': 'phase'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'one'}, {'text': 'only', 'dep': 'amod', 'pos': 'ADJ', 'head': 'one'}, {'text': 'one', 'dep': 'attr', 'pos': 'NUM', 'head': 'was'}, {'text': 'publicly', 'dep': 'advmod', 'pos': 'ADV', 'head': 'calling'}, {'text': 'calling', 'dep': 'acl', 'pos': 'VERB', 'head': 'one'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'bottom'}, {'text': 'exact', 'dep': 'amod', 'pos': 'ADJ', 'head': 'bottom'}, {'text': 'bottom', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'calling'}, {'text': 'at', 'dep': 'prep', 'pos': 'ADP', 'head': 'calling'}, {'text': '16000', 'dep': 'nummod', 'pos': 'NUM', 'head': 'years'}, {'text': 'three', 'dep': 'nummod', 'pos': 'NUM', 'head': 'years'}, {'text': 'years', 'dep': 'npadvmod', 'pos': 'NOUN', 'head': 'ago'}, {'text': 'ago', 'dep': 'advmod', 'pos': 'ADV', 'head': 'calling'}, {'text': 'and', 'dep': 'cc', 'pos': 'CCONJ', 'head': 'one'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'top'}, {'text': 'top', 'dep': 'conj', 'pos': 'NOUN', 'head': 'one'}, {'text': 'at', 'dep': 'prep', 'pos': 'ADP', 'head': 'top'}, {'text': '126000', 'dep': 'pobj', 'pos': 'NUM', 'head': 'at'}, {'text': 'in', 'dep': 'prep', 'pos': 'ADP', 'head': 'top'}, {'text': 'october', 'dep': 'pobj', 'pos': 'PROPN', 'head': 'in'}, {'text': 'if', 'dep': 'mark', 'pos': 'SCONJ', 'head': 'missed'}, {'text': 'you', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'missed'}, {'text': 'missed', 'dep': 'advcl', 'pos': 'VERB', 'head': 'entering'}, {'text': 'those', 'dep': 'det', 'pos': 'DET', 'head': 'calls'}, {'text': 'calls', 'dep': 'nsubj', 'pos': 'NOUN', 'head': 'worry'}, {'text': 'do', 'dep': 'aux', 'pos': 'AUX', 'head': 'worry'}, {'text': 'nt', 'dep': 'neg', 'pos': 'PART', 'head': 'worry'}, {'text': 'worry', 'dep': 'ccomp', 'pos': 'VERB', 'head': 'missed'}, {'text': 'ill', 'dep': 'amod', 'pos': 'ADJ', 'head': 'call'}, {'text': 'call', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'worry'}, {'text': 'the', 'dep': 'det', 'pos': 'DET', 'head': 'one'}, {'text': 'next', 'dep': 'amod', 'pos': 'ADJ', 'head': 'one'}, {'text': 'one', 'dep': 'nsubj', 'pos': 'NUM', 'head': 'turn'}, {'text': 'too', 'dep': 'advmod', 'pos': 'ADV', 'head': 'turn'}, {'text': 'turn', 'dep': 'conj', 'pos': 'VERB', 'head': 'missed'}, {'text': 'notifications', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'turn'}, {'text': 'on', 'dep': 'prep', 'pos': 'ADP', 'head': 'going'}], 'entities': [('79k', 'DATE'), ('16000 three years ago', 'DATE'), ('126000', 'DATE'), ('october', 'DATE')]}",one,going,notifications,"Counter({'NOUN': 18, 'DET': 13, 'AUX': 9, 'VERB': 9, 'ADP': 7, 'ADJ': 6, 'PRON': 5, 'NUM': 5, 'ADV': 4, 'SCONJ': 3, 'CCONJ': 1, 'PROPN': 1, 'PART': 1})",19,9,6,4,"{'go': 1, 'tell': 1, 'hit': 1, 'sell': 1, 'enter': 1, 'call': 1, 'miss': 1, 'worry': 1, 'turn': 1}"
2047753440369983734,Bitcoin_Teddy,Fri Apr 24 19:04:00 +0000 2026,"A man snapped a selfie with Italy’s Prime Minister Giorgia Meloni and declared he would vote “no” in a referendum she backs with a “yes.” Meloni replied coolly: “It’s democracy, that’s fine.” https://t.co/icNQLLk3y1",en,93,3,4,18037,a man snapped a selfie with italys prime minister giorgia meloni and declared he would vote no in a referendum she backs with a yes meloni replied coolly its democracy thats fine,0.3833333333333333,0.575,positive,"{'text': 'a man snapped a selfie with italys prime minister giorgia meloni and declared he would vote no in a referendum she backs with a yes meloni replied coolly its democracy thats fine', 'tokens': [{'text': 'a', 'dep': 'det', 'pos': 'DET', 'head': 'man'}, {'text': 'man', 'dep': 'nsubj', 'pos': 'NOUN', 'head': 'snapped'}, {'text': 'snapped', 'dep': 'ROOT', 'pos': 'VERB', 'head': 'snapped'}, {'text': 'a', 'dep': 'det', 'pos': 'DET', 'head': 'selfie'}, {'text': 'selfie', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'snapped'}, {'text': 'with', 'dep': 'prep', 'pos': 'ADP', 'head': 'snapped'}, {'text': 'italys', 'dep': 'compound', 'pos': 'PROPN', 'head': 'minister'}, {'text': 'prime', 'dep': 'compound', 'pos': 'PROPN', 'head': 'minister'}, {'text': 'minister', 'dep': 'compound', 'pos': 'PROPN', 'head': 'meloni'}, {'text': 'giorgia', 'dep': 'compound', 'pos': 'PROPN', 'head': 'meloni'}, {'text': 'meloni', 'dep': 'pobj', 'pos': 'PROPN', 'head': 'with'}, {'text': 'and', 'dep': 'cc', 'pos': 'CCONJ', 'head': 'snapped'}, {'text': 'declared', 'dep': 'conj', 'pos': 'VERB', 'head': 'snapped'}, {'text': 'he', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'vote'}, {'text': 'would', 'dep': 'aux', 'pos': 'AUX', 'head': 'vote'}, {'text': 'vote', 'dep': 'ccomp', 'pos': 'VERB', 'head': 'declared'}, {'text': 'no', 'dep': 'dobj', 'pos': 'PRON', 'head': 'vote'}, {'text': 'in', 'dep': 'prep', 'pos': 'ADP', 'head': 'vote'}, {'text': 'a', 'dep': 'det', 'pos': 'DET', 'head': 'referendum'}, {'text': 'referendum', 'dep': 'pobj', 'pos': 'NOUN', 'head': 'in'}, {'text': 'she', 'dep': 'nsubj', 'pos': 'PRON', 'head': 'backs'}, {'text': 'backs', 'dep': 'relcl', 'pos': 'VERB', 'head': 'referendum'}, {'text': 'with', 'dep': 'prep', 'pos': 'ADP', 'head': 'backs'}, {'text': 'a', 'dep': 'det', 'pos': 'DET', 'head': 'meloni'}, {'text': 'yes', 'dep': 'compound', 'pos': 'INTJ', 'head': 'meloni'}, {'text': 'meloni', 'dep': 'pobj', 'pos': 'NOUN', 'head': 'with'}, {'text': 'replied', 'dep': 'ccomp', 'pos': 'VERB', 'head': 'declared'}, {'text': 'coolly', 'dep': 'advmod', 'pos': 'ADV', 'head': 'replied'}, {'text': 'its', 'dep': 'poss', 'pos': 'PRON', 'head': 'democracy'}, {'text': 'democracy', 'dep': 'dobj', 'pos': 'NOUN', 'head': 'replied'}, {'text': 'that', 'dep': 'nsubj', 'pos': 'PRON', 'head': 's'}, {'text': 's', 'dep': 'relcl', 'pos': 'VERB', 'head': 'democracy'}, {'text': 'fine', 'dep': 'acomp', 'pos': 'ADJ', 'head': 's'}], 'entities': [('giorgia meloni', 'PERSON')]}",that,snapped,democracy,"Counter({'VERB': 6, 'NOUN': 5, 'PROPN': 5, 'PRON': 5, 'DET': 4, 'ADP': 3, 'CCONJ': 1, 'AUX': 1, 'INTJ': 1, 'ADV': 1, 'ADJ': 1})",10,6,1,1,"{'snap': 1, 'declare': 1, 'vote': 1, 'back': 1, 'reply': 1, 's': 1}"
